author,pubmed_id
Kristiina Nygren,25575496
Kristiina S Hildén,"32531032, 32408196"
Kristin E Low,"33260318, 33422151, 34976318"
Kristin Wennberg,24792495
Kristine B Eide,25812992
Kristine Rose M Ramos,29536113
Kristoffer B Falkenberg,"33640002, 33797234"
Krithika R Subramanian,29625007
Kriti Sengupta,35124176
Kuan Li,34829206
Kuang-Ren Chung,31824437
Kui Wang,35698170
Kuikui Li,31381927
Kulika Chomvong,26279678
Kun Wang,31993039
Kun-Di Zhang,26392378
Kurt M LaButti,"32531032, 35311955, 29145801, 33211093, 33538380, 26693682, 28078400, 28555641, 31314937, 32107379, 33034064, 34767630, 34893091, 31572496, 34893598, 29551995"
Kwang Ho Lee,25478962
Kwang-Hee Son,22230776
Kwankao Karnpakdee,33411405
Kyle R Pomraning,26864432
Kyle S Skalenko,33749248
Kyoung Heon Kim,"28250814, 25936375, 25129610"
Kyra Stillman,33034064
Kyung-Min Kim,35205861
L Besaury,35158407
L Brent Selinger,28588026
L C Chaudhary,33087998
L Ciano,29057953
L Couteleau,18238432
L Delmas,"1433176, 8426366"
L E Bevers,33292403
L E Fantini,34133573
L F L Wilson,29057953
L F Moreno,28348446
L Gonzaga,28348446
L H Hagen,29490697
L He,16107858
L J Vaillancourt,28073340
L L Hansen,10048005
L Lange,28403817
L Lo Leggio,29057953
L M Cintas,10489438
L M Laice,34133573
L M Solden,29490697
L Paša-Tolić,29490697
L Robert,16844161
L Shah,23841811
L Villa-Komaroff,1890988
L Zeugner,32726567
La Verne Gallegos-Graves,"25954263, 29802185"
Laercio M Malburg Jr,12795403
Laetitia Chan Ho Tong,27836848
Laetitia Poidevin,"23124232, 24695830"
Lai-Yu Kwok,35509811
Lal Duhsaki,34192819
Laleh Solhi,33485381
Lan Jiang,20211209
Lan Mi,31249617
Lara Boatti,29409863
Lara D Sette,31772294
Lara K Mahal,34752696
Lara Sindhu,31152202
Larisa Cortes-Tolalpa,31769802
Lars G Kamphuis,"31882688, 33964897"
Lars H Østergaard,33640002
Lars Kiemer,28734034
Lars M Blank,27316952
Lars Østergård,29946356
Lars Paulin,31138126
Lasse Fredriksen,33292445
László Bodai,35448635
László G Nagy,"33538380, 29679020, 34767630"
László Tamás,29679020
Laura A Wolter,33912144
Laura de Eugenio,33538380
Laura Faas,34446097
Laura Isabel de Eugenio,34948409
Laura J Grenville-Briggs,33329445
Laura M Cersosimo,34983694
Laura Martinez-Alvarez,35328559
Laura Masgrau,33812143
Laura Nekiunaite,"27397613, 27587308, 27588040"
Laura Nyström,27868112
Laura Villanueva,32570748
Laura Zucconi,35238906
Laure Fauchery,30097442
Lauren Sara McKee,"32386606, 28317006"
Lauren V Alteio,34512564
Laurence B Davin,24386157
Laurence Foulon,29259205
Laurence J Croft,33410934
Laurence Lesage-Meessen,"25320637, 30083230, 32531032, 33538380, 21037302, 22300648"
Laurence Macia,31654650
Laurence Marmuse,26928935
Laurence Meslet-Cladière,32039703
Laurent Camborde,35050028
Laurent Cézard,33435491
Laurent Mazéas,28114419
Laurent Poulet,30850540
Laurie M Gay,28496100
Laurie Van Den Berghe,35311446
Lawrie Gainey,"27075737, 30328527"
Lawrie Veale,33097402
Le Huang,"29771380, 30053267"
Le Luo Guan,"28235871, 34814938"
Le Minh Bui,35528656
Le Wei,32098800
Le Zhang,"35357207, 34969453"
Lea Atanasova,34893598
Léa Jaillot,34059129
Lea Stauber,33055257
Leandro Cristante Oliveira,"31754374,33421883"
Leandro Vieira dos Santos,"26476647, 31168322"
Leanne Jade G Chan,"28184248, 32313551"
Léanne L Dreyer,34432124
Lee R Lynd,"29100023, 26989779, 22703989"
Leeann Klassen,34976318
Leena Penttinen,34059129
Lei Feng,35661257
Lei Ji,26900401
Lei Li,27840627
Lei Ma,"33593577, 32403359, 32799087, 27919659, 28239159, 28466999, 28979677, 31845362"
Lei Sun,"31146507, 33065983"
Lei Wang,"30824433, 32526300"
Lei Xie,23874908
Lei Yan,31814356
Lei Zhang,"23874908, 30116044"
Lei Zhou,28520093
Léia C L Fávaro,28411891
Leighton Coates,"26527275, 28481095"
Leighton Pritchard,29167663
Leila Lo Leggio,"33510861, 34389999, 25608804, 26928935, 28045386, 28364950, 30296642, 31471321, 31932718, 31932719, 32818374, 33004835, 33199373, 33449071, 27840684, 30381341, 35204695, 33896006, 20230050, 21876164, 24688660"
Leila M Blackman,25214042
Leilei Yu,35627031
Leilei Zhu,33290065
Lekh N Sharma,20552667
Len Pennacchio,22535930
Lena Floerl,34384463
Lena Poppinga,25080221
Lena Tasse,20841432
Lena Wohlschlager,32951832
Lene Lange,"26754820, 24373541, 25461894, 25956378, 26002499, 28293230, 28649277, 32198418, 32406917, 33410934, 33799907, 35668758, 23524681"
Lennart Kappelmann,30246424
Lennel A Camuy-Vélez,32060023
Leonard Barnabas,28215348
Leonardo D Gómez,"34446097, 26697775,29472725"
Leonardo De Maria,"25608804, 30296642, 24688660"
Leonidas Matsakas,"31827613, 33905799"
Leonora Rios de Souza Moreira,29224620
Leszek A Kleczkowski,16415215
Leticia López-Varas,29145801
Leticia Maria Zanphorlin,"34040092, 26923808"
Lewen Liang,35416693
Li Li,"32786100, 30076781"
Li Liu,34517865
Li Qin,32445001
Li Sun,35230132
Li Yan,"28970048, 31012315, 32798284"
Li Zou,26493632
Li-chuang Cao,24629264
Li-Fang Jiang,20211209
Li-Hua Tang,27737781
Li-Juan Chai,35491831
Li-Qiong Guo,"32894778, 34399517"
Li-Xin Lu,34512084
Lianfu Chen,30800592
Liang Li,24629264
Liang Liu,32105685
Liang Zhao,33723900
Liangcheng Du,34032403
Liangkun Long,"33271180, 34294322, 34748039"
Lianzhong Ai,"31012315, 32798284"
Lidiane O Pinto,33483031
Lidwine Trouilh,27552843
Liesbeth Peters,34507574
Lieschen De Vos,31053324
Lifang Qin,34948367
Lihui Xu,30458731
Lija Sarkar,33768388
Lijuan Han,31152202
Lijuan Long,34818100
Lijun Wang,30984155
Lijun You,35509811
Lili Geng,35698170
Lili Ren,32404513
Lilia G Vasilchenko,29781240
Lilian Dos Santos Castro,"24655731, 26909077"
Lilian Luzia Beloti,29025413
Liliane Fraga Costa Ribeiro,30771467
Lily Eurwilaichitr,"22728789, 31204199"
Lily Zuin Ping Ang,33151668
Limei Pan,35546173
Liming Zhao,29864445
Lin Cao,30116044
Lin Jiang,31314937
Lin Kong,35150068
Lin Mou,32587577
Lin Teng,23657055
Lin Xu,26969704
Lin Zhang,33641950
Lin-Huan Wu,35491831
Lin-Jun Sheng,26052084
Lina M Farfan-Caceres,"32132988, 32345704"
Lina Qin,28420736
Lina Yang,32209696
Lincoln A Harper,34289036
Linda Bossenbroek,23810269
Linda D Baker,26700882
Linda J W Shimon,20057047
Line Christiansen,33811026
Line Degn Hansen,32840713
Ling Tong,24629264
Ling-Jie Hou,35150068
Lingling Wang,"24223817, 31864285"
Lingqun Ye,31589310
Lingwei Hou,34372938
Lingyun Wan,35546173
Liping Qu,35120891
Liqing Ma,33644418
Lisa M Willis,35551185
Lisa N Kinch,31932719
Lisa T Meyer,34168079
Lisanne Hameleers,34059129
Lisbeth Garbrecht Thygesen,25969695
Lisbeth Olsson,"29158777, 29946356, 31540984, 33004835, 34082802, 34613755, 34944533, 35080911, 28429057, 25093270"
Lisha Song,35546173
Lithalethu Mkabayi,31728656
Liuyan Zhou,35661257
Liv Anette Bøhle,22210154
Live H Hagen,32929206
Lívia Beatriz Brenelli,"33000321, 27790186, 31772294"
Lívia Brenelli,29371886
Livio Antonielli,33138048
Liwei Hu,26707807
Liwen Zhou,32849435
Lixi Cai,32318768
Lixia Pei,31845362
Lixiang Wang,32404513
Lixin Lu,32188049
Lixin Zheng,"32508797, 34163442"
Lixu Liu,"31314937, 34925269"
Liying Yan,33863285
Liyu Zhang,34774959
Liyuan Xie,31314937
Liyun Wan,33863285
Lizhong Guo,35205854
Ljerka Lah,28215351
Ljiljana Pasa-Tolic,32929206
Llewelyn S Moron,29536113
Loan Q Le,35528656
Loes E Bevers,34439765
Loïc Foucat,28071716
Loïc Roger,35311446
Longhai Dai,34499955
Longhua Huang,34634440
Longjiang You,34899642
Longjiang Zhang,28066849
Longqin Ye,34022339
Loraine Brillet-Guéguen,32039703
Loredana Canfora,34442757
Lorenz Schwaiger,33489432
Lorenzo Fernández,27933913
Lou Ann S Brown,"12878924, 15090946"
Louis S Tisa,30291576
Louise Ferrall,34517865
Louise Samuelsson,29946356
Loukas Petridis,29313537
Lu Zhang,26052084
Luana Assis Serra,34523973
Lubbert Dijkhuizen,25629352
Lubna,35205861
Luc Saulnier,25785187
Luca Bertini,29232119
Luca De Gioia,29232119
Lucas Amoroso Lopes de Carvalho,34448059
Lucas Auer,27552843
Lucas Matheus Soares Pereira,"31237199, 33383972"
Lucero A Ramón-Luing,22704667
Lúcia Daniela Wolf,31168322
Lúcia Maria Carareto Alves,"34448059, 34063014"
Lucia Muggia,35551185
Lucía Ramírez,"29145801, 33211093"
Luciana S Mofatto,"33421883, 27790186"
Luciano Takeshi Kishi,34448059
Lucy Crouch,25294408
Lucy G Gillis,31505131
Lucy Isobel Crouch,35378128
Lucy Novungayo Moleleki,34576813
Ludovic Besaury,"34406922, 35243445"
Ludovica Marinelli,28091525
Luís B Pio,35600544
Luis Borderías,21310059
Luis Castillo,27526927
Luis Delaye,26864432
Luis Eduardo Gerolamo,"29614953, 31237199, 33383972"
Luis F Larrondo,27526927
Luis G Lugones,35604096
Luis M A Ferreira,"26249681,24915086, 25713075, 35409382, 15010454, 15192099"
Luís Pio,33958695
Luís T Gama,35409382
Luisa Ciano,"31583018, 32723819, 26928935, 29377002, 29472725, 30509474, 31675221, 31932718, 32125319, 34897841"
Luisa Elias,"31583018, 29472725, 34724941, 26697775"
Luisa Maurelli,"30446550, 31595646, 32899230"
Luiz Marcelo Ribeiro Tomé,35205897
Luiz Orlando de Oliveira,34213598
Lukas Rieder,"34738811, 34044872, 34567832"
Lushan Wang,"32817759, 31171937"
Luying Jiang,"35065137, 32836036"
Lydia R J Welsh,"34385392, 34849788"
Lydie Oliveira Correia,"34613753, 33435491, 34436182"
Lye Meng Markillie,"33763411, 35150839"
Lynn Halls,12878924
Lynne A Goodwin,"21368904, 22535930"
M A Johns,32264249
M A Kabel,30424733
M A Pelleymounter,7473586
M A van den Berg,33292403
M Akeroyd,33292403
M Alejandra Martínez,33439095
M Arab,18352579
M B Keller,31745843
M Blanca Roncero,"30600044, 31289461"
M C Liau,3569016
M Clausen,9577801
M DiFalco,30487660
M Dimarogona,30032096
M Ellis,20416594
M F Torres,28073340
M Fischer,11457957
M Hainaut,28348446
M Hess,29490697
M Hossein Borhan,27990146
M Isabel García-Laorden,21310059
M J Aires,33518146
M J Bjerrum,"27041218, 28335986, 33292428, 35531517, 30976324"
M J Cullen,7473586
M J Keshvani,28140411
M J Lezyk,28403817
M J Zhu,25801786
M J-L Tschan,18352579
M Joanne Lemieux,34814938
M Keser,33292403
M L Farman,28073340
M L Rivarola,30554465
M Luisa Briones,21310059
M M L da Cunha,28348446
M M Lordelo,33518146
M M Teixeira,28348446
M Motschmann,10420357
M Ø Arntzen,29490697
M P Valacco,30554465
M Paloheimo,15650852
M Partsch,9782461
M Peng,30487660
M Priest,28348446
M R Brown,"1433176, 8426366"
M R Loeken,1890988
M R Mäkelä,30487660
M Rauber,9527581
M Rodrigues,33518146
M Royo-Llonch,31831198
M S S Felipe,28348446
M T Reymond,1433176
M Tovborg,29057953
M V Patrushev,33204772
M Vogel,9235390
M Wietz,32726567
M Wilm,"15244795, 17672629"
M Winter,9498181
M-N Rosso,30424733
Maarten Altelaar,28188936
Mabel T Wong,29326667
Macario Osorio-Concepcion,26864432
Macros Di Falco,27341464
Madalena M Lordelo,"34187475, 34945510"
Madeline Topf,34256014
Madhu Nair Muraleedharan,"28515785, 30386433, 33905799, 30183773"
Madhusudan R Nandineni,28846714
Madison R Sendzik,31527086
Madjid Arab,17987594
Madoka Kudo,"25605134, 33151668"
Magali Boutard,25393313
Magali Remaud-Simeon,"20841432,21271685, 24780275"
Magali Tanghe,"26285758, 30238672, 28338903, 28562644"
Magdalena Anna Kolbusz,24881579
Magdalena Calusinska,"28863779, 32576253"
Magdalena Jaszek,31697461
Magdalena Popowska,28887418
Magdi A E Abdellatef,32170889
Magnar Bjørås,22210154
Magnus Hallas-Møller,33449071
Magnus Karlsson,"25575496, 33664789, 34893598"
Magnus Ø Arntzen,"29901989, 34319813, 27059395, 27588040, 28417362, 32764705, 33623002, 34191517, 34894418, 33219291, 33988698, 30276740, 30315317, 32929206"
Magnus Øverlie Arntzen,27169553
Magriet A van der Nest,"31053324, 32652232"
Mahapatra Smruthi Sagarika,34607097
Mahdi Ghanbari,34484168
Mahendra Mariadassou,33932835
Maher Abou Hachem,"27397613, 27587308, 27588040, 28535872, 32774456, 33837197"
Maher Gtari,30291576
Mahesh Dharne,35611093
Mahesha M Poojary,"34389999, 34944533"
Mai Abdelgawad,32634476
Mai Niikura,33315957
Maia Segura-Wang,34484168
Maike Behrens,35561127
Maike Wennekers Nielsen,32774456
Maíra de Freitas Pereira,29487573
Maja Rennig,33797234
Majid Hadadd Momeni,24828494
Majid Haddad Momeni,"32774456, 33837197"
Majid Rasool Kamli,33652876
Makiko Sakka,"32651597, 27862076"
Makoto Inai,17390591
Makoto Yoshida,"27590806, 29602785, 32670241, 30580186, 33315957"
Malali Gowda,27658241
Malena Landoni,32965563
Malene Billeskov Keller,"33675751,33712158"
Małgorzata Orłowska,35050007
Małgorzata Tartanus,34442757
Malkhan S Gurjar,33365017
Maloe Kleine Haar,32070536
Man Wang,22952861
Manab Bandhu Bera,34537297
Manal Abdel-Fattah,32311402
Manal Shalaby,"26234578, 32311402"
Manchun Su,35711780
Mandy Messal,31547186
Manfred Rohde,"26380634, 27274783, 27313837"
Manish K Tiwari,31603264
Manjun Cai,34634440
Manoela Martins,33484441
Manoj Pillay,27313837
Manon Norest,33538380
Mansi Chovatia,"34071235, 28078400, 32107379"
Manuel Alfaro,33211093
Manuel D Ospina-Giraldo,20920201
Manuel Eibinger,"25361767, 29026070"
Manuel Mata,25553522
Mao Peng,"28188936, 28216099, 28803908, 30797054, 31585998, 31726994, 32408196, 33763411"
Maozhen Han,32655519
Maral Shojaei,27177969
Marc Dubois,28114419
Marc G Chevrette,30116044
Marc J E C van der Maarel,25629352
Marc Lahaye,31088618
Marc Moss,"12878924, 15090946"
Marc Solal,14995023
Marc Strous,34112968
Marc W Allard,29666611
Marc-Henri Lebrun,32573086
Marcel Gutiérrez-Correa,28412514
Marcel Hijnen,25787255
Marcel Huntemann,"22535930, 26380634, 27274783, 27313837"
Marcel J T Reinders,29643074
Marcel R de Zoete,34455931
Marcel Salanoubat,25393313
Marcel Taillefer,27215540
Marcela Suriani Ribeiro,29869746
Marcello Manfredi,29409863
Marcelo F Kern,26697775
Marcelo Falsarella Carazzolle,"30406095, 35529479,33421883, 27790186"
Marcelo M Zerillo,24069150
Marcelo V Liberato,31772294
Marcelo V Rubio,33421883
Marcelo Ventura Rubio,"35658600, 27508003, 31754374, 33865436"
Marcelo Vizona Liberato,"35378128,34116762"
Marciela Scarpellini,28060494
Márcio José da Silva,34116762
Marcio José Poças-Fonseca,34523973
Marco A S Kadowaki,30125294
Marco A van den Berg,34439765
Marco Alexandre Guerreiro,34791213
Marco Antonio Seiki Kadowaki,"33375972, 33541573, 34117349"
Marco Barbanti,28942382
Marco Borsari,29232119
Marco Candela,29114246
Marco Moracci,"20427274, 30446550, 31595646, 32899230"
Marco Sola,"29232119, 34897841"
Marco Thines,29334897
Marco W Fraaije,25109775
Marco Zarattini,"33375972, 34117349, 34801726"
Marcos Di Falco,"35318142, 24881579, 27744242, 29621684, 30797054, 31585998, 32408196"
Marcos Flores-Alamo,"31460171, 33163824"
Marcos Montesano,35240994
Marcos Mota do Carmo Costa,"30280097, 32640001"
Marcos Silveira Buckeridge,31168322
Marcus Bäumgen,33890358
Marcus Foston,25342973
Marek J Pecyna,29334897
Margaret E Berg Miller,27142817
Margarita V Semenova,"31672609, 30847851"
Margaritis Tsifintaris,34764945
Margaux Thiry,33749248
Margo B P Schuller,35604096
Mari Häkkinen,"27602055, 23035824"
Mari Mäkinen,"31138126, 31494677"
Maria Angela B Grieco,32984289
Maria Aragona,"25413737, 21544619"
Maria Augusta Crivelente Horta,"33992696, 29025413, 35281818,33138770"
Maria Augusta de Carvalho Silvello,"33865436, 32239348"
Maria Bernadete Amâncio Varesche,33932835
Maria Cavaletto,29409863
María Del Pilar Martínez-Diz,33138048
Maria Dimarogona,"27147444, 27152023, 28515785, 29660793, 31431506, 23995228, 24688656, 26178376, 30685134"
Maria Drosou,35549254
Maria Elena Lienqueo,29602390
Maria Fátima Lucas,28624475
Maria Fernanda Nieto-Jacobo,26864432
Maria Fernanda Zaneli Campanari,35529479
Maria Hamilton,35259927
Maria Hoffmann,29666611
María Isabel Sánchez-Ruiz,34071235
Maria J Romão,15192099
María Jesús Martínez,"34948409, 33538380"
Maria José Negro,12721481
Maria Julia de Lima Brossi,27418359
Maria L Gullino,29666611
Maria Lorenza Leal Motta,34040092
Maria Louise Leth,32774456
Maria Madalena Lordelo,35477456
Maria Matard-Mann,30524390
Maria Michela Corsaro,"20427274, 30446550"
María Paz Cortés,30123662
María Pía Valacco,32965563
Maria Piatkova,33905799
Maria Rosa Beccia,"27312718, 28060494"
Maria S J Centeno,31435842
Maria S Melnik,29781240
María Soledad Vela Gurovic,34564766
María Teresa Pedroso-Cabrera,29785766
Maria Teresa Rosales-Saavedra,26864432
Maria Teresa Valente,"25413737, 21544619"
Maria Victoria Aguilar-Pontes,"30221832, 28803908, 31007715,31726994"
Maria-Ximena Ruiz-Caldas,33905799
Mariana Bicalho Oliveira,35312974
Mariana Ortiz de Godoy,"33375972, 34117349"
Mariane Daou,"33435491, 34436182"
Mariane Paludetti Zubieta,"35658600, 27508003, 31754374"
Mariangela Girlanda,32365577
Marianna Kemell,27602055
Marianna Sarkissyan,20551062
Marianne Halberg Larsen,"28887418, 25565565"
Marianne Slang Jensen,"31656228, 33292445,29971843"
Marie Couturier,"29377002, 21037302, 22300648, 23558681, 26692083, 27211037, 29326667, 30850540"
Marie Dahlström,28702082
Marie Perraud,26171947
Marie-Agnès Jacques,28677494
Marie-Claude Moisan,24881579
Marie-Ève Lacombe-Harvey,29931600
Marie-Hélène Nadal,17703673
Marie-Line Garron,31550558
Marie-Noëlle Rossignol,25626518
Marie-Noëlle Rosso,"25320637, 28535872, 29377002, 31471321, 31932718, 34071235, 27605927, 32531032, 33211093, 33538380, 26692083, 33807546, 28394946"
Marija Hanžek,29588664
Marike Boenisch,32573086
Marike Palmer,31053324
Marilize Le Roes-Hill,21720857
Marina Jecmenica,34168079
Marina Lucía Díaz,34564766
Marina Marcet-Houben,32720872
Marina Martín-Dacal,32720872
Marina Püpke Marone,35529479
Marina Quádrio Raposo Branco Rodrigues,33540065
Marina S Drutskaya,32040234
Marine Bou,30083230
Marinella Silva Laport,"33488540, 34555402"
Mario Ivan Alemán,26864432
Mario Tyago Murakami,"31168322, 35658600,26923808"
Marion Boudes,25787255
Marion Leclerc,"20841432, 28091525"
Marisol Baez-Magana,34814938
Marisol Sánchez-García,33211093
Marissa L King,33260318
Marita Preims,"27127235, 27152023, 31532909"
Maritha H Schoeman,35283890
Marius Bredon,"32190114, 30223906, 31174468"
Marius Felder,27875982
Marius Réglier,"31903721, 28060494"
Mark C Derbyshire,"31882688, 33964897, 34289036"
Mark G Sanders,32514307
Mark L Patchett,30728469
Mark Morrison,24223817
Mark R Liles,28963711
Mark Sanders,28302276
Mark Wogulis,30296642
Markku Saloheimo,23035824
Markus Alahuhta,"29213309, 35682749"
Markus Göker,"26380634, 27274783, 27313837"
Markus Gorfer,33138048
Markus Schlegel,27938347
Marlene Duarte,35600544
Marli Camassola,"26989443, 35189252"
Marlies van Dijk,"32596757, 32710165, 33687513, 34507574"
Marta Balsells-Llauradó,33082973
Marta Busse-Wicher,34724941
Marta S Madeira,"30926940, 31680348"
Marta Tacão,34947073
Marta Tortajada,28624475
Martijn J Koetsier,"26185526, 27588039, 28491137, 29155571, 29196788"
Martin Broberg,33664789
Martin E Kogle,32107379
Martin Gand,34442660
Martin Hofrichter,"28624475, 29334897, 32273365"
Martin Hovland,33988698
Martin J Blythe,"24792495, 26457194, 28184248, 28955445, 32313551"
Martin K M Engqvist,34215291
Martin Kemler,31547186
Martin Lersch,"28219736, 28702082"
Martin Münsterkötter,"27875982, 27938347, 32573086"
Martin Rühl,"29334897, 34442660"
Martin Tegelaar,35604096
Martin Zimmer,26583519
Martina Andlar,"29259126, 32624871"
Martina Aulitto,35328559
Martina Ikonen,34059129
Martina Peter,29487573
Martina Štursová,33538380
Martine Berger,25847866
Martine Doisy,14995023
Martine Gilard,28942382
Martine Laville,35311446
Martino Adamo,32365577
Martyna Marynowska,"28863779, 32576253"
Mary A Stringer,"25608804, 34939126"
Mary Ann Gregor,14644788
Mary Bao Tran-Gyamfi,28078400
Maryam Chaib de Mares,31769802
Maryse D Berkhout,34939101
Marzia Bellei,34897841
Maša Vodovnik,33331146
Masaaki Oka,18813785
Masafumi Hidaka,33676867
Masahiro Samejima,"23525113, 23935027, 24441164, 22132148"
Masayuki Machida,32107379
Massimiliano Corso,34117349
Máté Virágh,33538380
Mateus Ferreira Santana,32286912
Mathieu Bey,23124232
Mathieu Fanuel,"26136828, 28293293, 29377002, 30923563, 31903721, 31932718, 27312718, 31088618"
Mathieu H G de Greef,"22154126, 22441742, 23810269"
Mathilde Fagard,34117349
Mathilde Francin Allami,31088618
Mats Sandgren,"23525113, 24344312, 24828494, 27147444, 27152023, 28125213, 28515785, 28900033, 29228039, 29660793, 30386433, 31431506, 26178376, 29155571, 30183773, 22132148, 18723026"
Mats Wedin,35551185
Matt D Sweeney,"21821740, 21876164"
Matt Geisler,16415215
Matt Kokolski,"28184248, 32313551"
Matt Nolan,"22535930, 29679020"
Matt Sweeney,30296642
Matteo Chialva,32365577
Matteo Lambrughi,29232119
Matteo Soverini,29114246
Matthew Brian Couger,26989443
Matthew Denton-Giles,31882688
Matthew Haynes,"26380634, 27274783"
Matthew J Cuneo,"26527275, 28481095"
Matthew J Gaffrey,35150839
Matthew J Realff,24794535
Matthew Kokolski,"24792495, 26457194, 28955445"
Matthew O Ross,31527086
Matthew S Macauley,"31961140, 34752696"
Matthew Stott,30338698
Matthias Frommhagen,"26185526, 27588039, 28302276, 28491137, 29896168, 31835532, 32070536, 32514307, 29196788"
Matthias Hess,"24728961, 24728961,24728961,24728961,32929206"
Matthias Last,28338903
Matthias Platzer,27875982
Matthias Wietz,"25847866, 30116038, 30936857, 33912144"
Matthieu Hainaut,"28434716, 32531032, 26693682, 27938347, 28216099, 28555641, 28803908, 29679020, 31111606"
Matthieu Million,24391873
Matthieu Réfrégiers,29259205
Matti Siika-Aho,28702082
Mattias de Hollander,32482164
Maulik Patel,32983925
Maureen A Walton,14644788
Maureen L Coleman,29749714
Maurizio Bruschi,29232119
Maurycy Daroch,31612131
Max Bergoin,25787255
Maxim A Nosenko,32040234
Maxim Koriabine,35330313
Maxime A Siegler,34352714
Maximilian A Whisson,34849788
Maximilian Mitulla,33912144
Maya Ramamurthy,34168079
Mayank Gupta,"32978122, 26288988, 31719844"
Maylis Orio,"35549254, 28060494"
Mayte Guadalupe Cervantes-Badillo,26864432
Mayu Takahashi,32763398
Mayumi Maruoka,33676867
Md Imran,28161851
Md Minhajul Abedin,32778049
Medha Sharma,31719844
Mee-Sook Kim,30716558
Meena Sankar,"33292411, 33737204"
Meera Christopher,"33292411, 33737204"
Megan Kennedy,29487573
Megan T Valentine,"34663313, 35609749"
Meghana Deepak Shirke,27658241
Mehdi D Davari,32111065
Mehmet E Sener,28624475
Mei Liu,24830852
Mei Wang,"34071235, 30221832, 31007715, 31585998"
Meiling Zhang,23874908
Meinhard Simon,"25847866, 30116038, 30936857, 33912144"
Meixia Wang,29991963
Meixia Zhang,21089688
Meiying Yang,31147217
Meizhu Wang,35620098
Melanie de Munnik,35450635
Mélanie Loiodice,30850540
Mélanie Massonnet,27608421
Mélanie Morel-Rouhier,32531032
Melina Shamshoum,"24927597, 29453253"
Melissa Cristina Espirito Santo,33541573
Mélissa Robb,28417372
Melkamu Mamuye,33711736
Melline Fontes Noronha,28787780
Meng Cheng,24830852
Meng Dang,28066849
Meng Li,"26900401, 33128615"
Meng Wu,33827695
Mengjie Li,32526300
Menglan Jia,34217374
Mengmeng Wang,"33593577, 32403359, 32899798"
Mengmeng Zhang,22849362
Mengqi Liu,32318768
Mengya Huang,33117312
Mengying Lin,23554925
Mercedes Ballesteros,12721481
Mercedes María Garrido,32965563
Merja Oja,23035824
Merja Penttilä,23035824
Metab Alharbi,35329417
Mette Lange,25461894
Mi Yan,"33211093, 33034064, 34791213, 34893091, 31572496"
Mi Young Noh,35641660
Mi-Hee Woo,17328239
Mi-Hwa Lee,22230776
Mi-Ji Yu,27702475
Mianmian Zhu,33723900
Miao Wu,"23525113, 24828494, 29228039, 29660793, 22132148"
Miao-Miao Chi,26052084
Miaomiao Zhou,29169319
Micael F M Gonçalves,"34947073, 35049971"
Micaela Pivato,28215348
Michael A Costa,24386157
Michael A Hough,27129229
Michael A Marletta,"24350607, 25201969, 25784051, 26615470, 27170366, 31235519, 22188218"
Michael Csukai,34385392
Michael Cunliffe,32494052
Michael Doane,32608067
Michael E Himmel,"23525113, 29213309, 29100023, 26269712, 26989779, 30783893, 35682749"
Michael E Tobar,15217225
Michael F Crowley,"23525113, 25785779, 29660793"
Michael F Seidl,35311955
Michael Feldbrügge,27316952
Michael G Hahn,"28677494, 33260318, 34976318"
Michael G Resch,26989779
Michael Healey,17850114
Michael Ioelovich,30065786
Michael J Barratt,35533274
Michael J Wingfield,"31053324, 32652232, 34348651, 34432124"
Michael Joseph O'Donohue,29238402
Michael K Theodorou,"29240224, 29270219"
Michael Lalk,35561127
Michael Mentges,32573086
Michael Mormann,30708015
Michael Mozuch,24441164
Michael O'Donohue,27552843
Michael P Thelen,25648696
Michael Poulsen,"32926791, 33658277, 34126770"
Michael R Leuze,20696711
Michael R Thon,27496087
Michael T Wilson,27129229
Michael W W Adams,29588665
Michael Wisniewski,29666611
Michaeline B N Albright,29802185
Michal Benedykt Kaczmarek,31612131
Michel Drancourt,23991261
Michel Koenen,32570748
Michel Petit-Conil,31249619
Michel Planat,12513577
Michel Riese,28220903
Michèle Reindl,27316952
Michelle A O'Malley,"28555641, 29240224, 29270219, 31089985, 31593910, 31799118, 32083193, 32929206, 34663313, 34893091, 35609749"
Michelle Fernandes Araújo,33865436
Michelle S Jordan,21368904
Michelli Inácio Gonçalves Funnicelli,34448059
Michiel Akeroyd,25629352
Michiel Vermeulen,34455931
Michihisa Iida,18813785
Micholas Dean Smith,29313537
Mickaël Herbaut,29259205
Mickaël Lafond,"34613753,25785187"
Mieko Kono,35551185
Miguel Alcalde,28624475
Miguel Hernández-Oñate,26864432
Miguel Pedro Mourato,35477456
Mihir P Shah,25644118
Miia R Mäkelä,"24394946, 28188936, 32531032, 28216099, 28803908, 29169319, 30797054, 31585998, 32107379, 32408196, 33763411"
Mikael Brandström Durling,"25575496, 33664789"
Mikael Gudmundsson,"24828494, 33664789"
Mikael R Andersen,32107379
Mikael Wilm,16471448
Mikaël Wilm,"15128223, 15823320, 15903605"
Mikayla A Borton,34112968
Mikhail L Herner,29781240
Mikhail L Rabinovich,29781240
Mikkel A Glaring,29774012
Mikkel Schultz-Johansen,"29774012, 33811026"
Mikko Arvas,"23035824, 32313551"
Miko Chin Hong Poh,34294994
Milad Zangiabadi,35503979
Milena Tavares Lima Constancio,34063014
Mili Pal,34341843
Milkyas Ahmed,33711736
